"   ","STATIONCODE","CO","NO2","SO2","O3","PM25","PM10","RECEIVETIME"
"86","XHPROPM25IN1479A","0","0","0","0","0","0","2017/7/31 9:00:00"
"87","XHPROPM25IN1479A","0.7","32","15","65","17","59","2017/8/1 22:00:00"
"88","XHPROPM25IN1479A","1.1","31","8","2","15","118","2017/7/30 5:00:00"
"89","XHPROPM25IN1479A","0.6","51","5","119","27","55","2017/7/30 22:00:00"
"90","XHPROPM25IN1479A","0","0","0","0","0","0","2017/7/31 7:00:00"
"91","XHPROPM25IN1479A","0.4","46","4","111","123","434","2017/8/1"
"92","XHPROPM25IN1479A","1","39","5","40","31","87","2017/8/1 20:00:00"
"93","XHPROPM25IN1479A","1","35","19","21","20","128","2017/8/2 8:00:00"
"94","XHPROPM25IN1479A","1","43","6","67","19","55","2017/7/29 20:00:00"
"95","XHPROPM25IN1479A","1.4","31","14","12","16","111","2017/7/30 9:00:00"
"96","XHPROPM25IN1479A","0.8","29","3","78","20","58","2017/8/1 18:00:00"
"97","XHPROPM25IN1479A","0.5","58","4","156","14","29","2017/7/30 20:00:00"
"98","XHPROPM25IN1479A","0","0","0","0","0","0","2017/7/31 5:00:00"
"99","XHPROPM25IN1479A","0.5","60","7","128","23","442","2017/7/31 22:00:00"
"100","XHPROPM25IN1479A","0.8","50","8","124","6","52","2017/7/29 18:00:00"
"101","XHPROPM25IN1479A","1.3","28","13","1","25","90","2017/7/30 7:00:00"
"102","XHPROPM25IN1479A","0.4","66","4","195","14","24","2017/7/30 18:00:00"
"103","XHPROPM25IN1479A","0.6","45","4","234","15","44","2017/7/31 16:00:00"
"104","XHPROPM25IN1479A","0.5","68","2","142","14","40","2017/7/31 20:00:00"
"105","XHPROPM25IN1479A","0.5","25","6","110","34","179","2017/8/1 10:00:00"
"106","XHPROPM25IN1479A","0.6","30","3","92","13","51","2017/8/1 16:00:00"
"107","XHPROPM25IN1479A","0.7","33","7","17","34","69","2017/8/2 3:00:00"
"108","XHPROPM25IN1479A","0.7","57","8","198","11","42","2017/7/29 16:00:00"
"109","XHPROPM25IN1479A","0.8","25","8","38","19","60","2017/7/30 1:00:00"
"110","XHPROPM25IN1479A","0.5","53","4","236","28","37","2017/7/30 16:00:00"
"111","XHPROPM25IN1479A","0","0","0","0","0","0","2017/7/31 3:00:00"
"112","XHPROPM25IN1479A","0.5","38","3","212","13","43","2017/7/31 14:00:00"
"113","XHPROPM25IN1479A","0.4","49","2","188","9","32","2017/7/31 18:00:00"
"114","XHPROPM25IN1479A","0.5","16","13","81","29","104","2017/8/1 8:00:00"
"115","XHPROPM25IN1479A","0.8","63","8","223","20","39","2017/7/30 14:00:00"
"116","XHPROPM25IN1479A","0.7","17","2","134","55","55","2017/8/1 3:00:00"
"117","XHPROPM25IN1479A","0.5","33","9","109","36","66","2017/8/1 14:00:00"
"118","XHPROPM25IN1479A","0.9","38","8","9","25","91","2017/8/2 1:00:00"
"119","XHPROPM25IN1479A","0.9","59","14","220","29","51","2017/7/29 14:00:00"
"120","XHPROPM25IN1479A","0","0","0","0","0","0","2017/7/29 23:00:00"
"121","XHPROPM25IN1479A","0.7","44","10","45","27","61","2017/7/31 1:00:00"
"122","XHPROPM25IN1479A","0.8","30","5","179","12","81","2017/7/31 12:00:00"
"123","XHPROPM25IN1479A","0.5","13","13","98","26","111","2017/8/1 7:00:00"
"124","XHPROPM25IN1479A","0.5","19","4","120","31","86","2017/8/1 12:00:00"
"125","XHPROPM25IN1479A","1.2","31","11","4","45","138","2017/7/30 6:00:00"
"126","XHPROPM25IN1479A","1.1","50","15","142","8","91","2017/7/30 12:00:00"
"127","XHPROPM25IN1479A","0.9","64","6","36","22","64","2017/7/30 23:00:00"
"128","XHPROPM25IN1479A","0","0","0","0","0","0","2017/7/31 10:00:00"
"129","XHPROPM25IN1479A","0.4","33","8","120","97","312","2017/8/1 1:00:00"
"130","XHPROPM25IN1479A","0.4","12","20","118","23","127","2017/8/1 5:00:00"
"131","XHPROPM25IN1479A","0.6","57","4","74","32","61","2017/9/29 21:00:00"
"132","XHPROPM25IN1479A","1.3","33","21","10","33","82","2017/9/20 5:00:00"
"133","XHPROPM25IN1479A","1.3","61","17","67","82","100","2017/9/20 12:00:00"
"134","XHPROPM25IN1479A","1.3","37","28","12","40","84","2017/9/20 8:00:00"
"135","XHPROPM25IN1479A","1.1","52","12","49","51","96","2017/9/19 20:00:00"
"136","XHPROPM25IN1479A","1","56","12","11","37","108","2017/9/20"
"137","XHPROPM25IN1479A","1.5","37","24","11","35","68","2017/9/20 4:00:00"
"138","XHPROPM25IN1479A","1.4","65","27","41","49","104","2017/9/20 11:00:00"
"139","XHPROPM25IN1479A","1.1","54","9","78","56","106","2017/9/19 19:00:00"
"140","XHPROPM25IN1479A","1.2","31","28","11","43","73","2017/9/20 7:00:00"
"141","XHPROPM25IN1479A","1.1","55","14","12","36","95","2017/9/19 23:00:00"
"142","XHPROPM25IN1479A","1.4","73","11","110","56","108","2017/9/20 14:00:00"
"143","XHPROPM25IN1479A","1.1","40","13","11","45","88","2017/9/20 3:00:00"
"144","XHPROPM25IN1479A","1.6","59","29","23","40","103","2017/9/20 10:00:00"
"145","XHPROPM25IN1479A","1","59","14","14","23","98","2017/9/19 22:00:00"
"146","XHPROPM25IN1479A","1","66","5","95","63","86","2017/9/19 18:00:00"
"147","XHPROPM25IN1479A","1.2","45","9","11","34","99","2017/9/20 2:00:00"
"148","XHPROPM25IN1479A","1.3","30","26","11","32","74","2017/9/20 6:00:00"
"149","XHPROPM25IN1479A","1.4","68","13","83","57","118","2017/9/20 13:00:00"
"150","XHPROPM25IN1479A","1.4","41","28","16","41","96","2017/9/20 9:00:00"
"151","XHPROPM25IN1479A","1.8","65","17","14","44","143","2017/9/21 9:00:00"
"152","XHPROPM25IN1479A","1.1","66","11","22","30","111","2017/9/19 21:00:00"
"153","XHPROPM25IN1479A","1.1","47","8","11","32","87","2017/9/20 1:00:00"
"154","XHPROPM25IN1479A","1.2","53","8","10","49","105","2017/9/21 1:00:00"
"155","XHPROPM25IN1479A","1.4","80","9","70","49","91","2017/9/20 19:00:00"
"156","XHPROPM25IN1479A","1.2","57","14","11","48","129","2017/9/21 4:00:00"
"157","XHPROPM25IN1479A","0.8","57","10","21","32","59","2017/9/21 7:00:00"
"158","XHPROPM25IN1479A","1.1","69","7","110","42","65","2017/9/20 18:00:00"
"159","XHPROPM25IN1479A","1.5","59","8","11","47","79","2017/9/21"
"160","XHPROPM25IN1479A","2.3","71","23","23","77","154","2017/9/21 10:00:00"
"161","XHPROPM25IN1479A","0.4","34","4","111","34","51","2017/9/21 17:00:00"
"162","XHPROPM25IN1479A","0.8","54","13","14","15","80","2017/9/21 6:00:00"
"163","XHPROPM25IN1479A","2.2","77","11","12","49","141","2017/9/20 21:00:00"
"164","XHPROPM25IN1479A","0.8","74","9","33","26","81","2017/9/21 21:00:00"
"165","XHPROPM25IN1479A","1.1","77","6","120","40","95","2017/9/20 17:00:00"
"166","XHPROPM25IN1479A","1.7","53","33","12","51","114","2017/9/22 9:00:00"
"167","XHPROPM25IN1479A","1.6","57","25","14","44","141","2017/9/22 10:00:00"
"168","XHPROPM25IN1479A","1.6","67","23","19","46","153","2017/9/22 11:00:00"
"169","XHPROPM25IN1479A","1.7","87","10","20","47","117","2017/9/20 20:00:00"
"170","XHPROPM25IN1479A","0.9","49","7","13","42","92","2017/9/21 2:00:00"
"171","XHPROPM25IN1479A","1.2","56","15","11","25","132","2017/9/21 5:00:00"
"172","XHPROPM25IN1479A","0.8","69","6","40","30","90","2017/9/21 20:00:00"
"173","XHPROPM25IN1479A","1","55","19","12","40","100","2017/9/21 3:00:00"
"174","XHPROPM25IN1479A","1.3","70","13","13","40","128","2017/9/21 8:00:00"
"175","XHPROPM25IN1479A","0.8","76","10","140","42","71","2017/9/21 13:00:00"
"176","XHPROPM25IN1479A","2","74","11","11","55","129","2017/9/20 23:00:00"
"177","XHPROPM25IN1479A","0.9","69","4","82","55","78","2017/9/19 16:00:00"
"178","XHPROPM25IN1479A","1.2","45","26","11","46","97","2017/9/22 5:00:00"
"179","XHPROPM25IN1479A","1.3","40","30","11","40","115","2017/9/22 6:00:00"
"180","XHPROPM25IN1479A","1.3","94","16","105","54","88","2017/9/21 12:00:00"
"181","XHPROPM25IN1479A","1.2","47","28","11","46","116","2017/9/22 4:00:00"
"182","XHPROPM25IN1479A","2.3","93","23","44","74","146","2017/9/21 11:00:00"
"183","XHPROPM25IN1479A","1","71","5","95","61","102","2017/9/19 17:00:00"
"184","XHPROPM25IN1479A","1.4","43","26","11","38","92","2017/9/22 7:00:00"
"185","XHPROPM25IN1479A","0.4","56","6","133","33","52","2017/9/21 16:00:00"
"186","XHPROPM25IN1479A","0.5","47","4","81","36","53","2017/9/21 19:00:00"
"187","XHPROPM25IN1479A","0.5","50","7","146","37","60","2017/9/21 14:00:00"
"188","XHPROPM25IN1479A","0.4","52","7","153","37","47","2017/9/21 15:00:00"
"189","XHPROPM25IN1479A","0.4","39","4","111","28","37","2017/9/21 18:00:00"
"190","XHPROPM25IN1479A","0.7","27","4","36","37","0","2017/9/19 1:00:00"
"191","XHPROPM25IN1479A","1.5","45","12","29","51","105","2017/9/18 11:00:00"
"192","XHPROPM25IN1479A","0.7","28","5","38","27","32","2017/9/19 6:00:00"
"193","XHPROPM25IN1479A","0.8","71","4","70","52","65","2017/9/19 15:00:00"
"194","XHPROPM25IN1479A","1.3","76","8","135","48","78","2017/9/20 15:00:00"
"195","XHPROPM25IN1479A","0.5","19","15","81","27","53","2017/9/18"
"196","XHPROPM25IN1479A","0.7","35","7","0","37","44","2017/9/18 21:00:00"
"197","XHPROPM25IN1479A","1.4","80","6","18","0","0","2017/9/19 12:00:00"
"198","XHPROPM25IN1479A","1.2","76","6","30","48","55","2017/9/19 13:00:00"
"199","XHPROPM25IN1479A","1","31","8","19","54","106","2017/9/18 7:00:00"
"200","XHPROPM25IN1479A","1.3","45","29","0","35","62","2017/9/18 14:00:00"
"201","XHPROPM25IN1479A","1.2","34","23","54","35","64","2017/9/18 16:00:00"
"202","XHPROPM25IN1479A","1","76","5","51","50","59","2017/9/19 14:00:00"
"203","XHPROPM25IN1479A","0.6","34","5","37","18","42","2017/9/19"
"204","XHPROPM25IN1479A","1.2","44","7","2","47","55","2017/9/19 9:00:00"
"205","XHPROPM25IN1479A","0.6","29","11","99","42","66","2017/9/17 20:00:00"
"206","XHPROPM25IN1479A","0.7","31","8","17","37","78","2017/9/18 3:00:00"
"207","XHPROPM25IN1479A","1.2","36","10","25","64","80","2017/9/18 10:00:00"
"208","XHPROPM25IN1479A","1.1","47","12","49","20","50","2017/9/18 17:00:00"
"209","XHPROPM25IN1479A","0.7","43","7","59","17","34","2017/9/18 20:00:00"
"210","XHPROPM25IN1479A","0.6","22","7","53","28","33","2017/9/19 5:00:00"
"211","XHPROPM25IN1479A","0.4","18","13","94","32","51","2017/9/17 23:00:00"
"212","XHPROPM25IN1479A","0.7","30","8","15","54","116","2017/9/18 6:00:00"
"213","XHPROPM25IN1479A","0.7","30","4","39","24","38","2017/9/19 3:00:00"
"214","XHPROPM25IN1479A","1.2","61","27","59","37","114","2017/9/18 13:00:00"
"215","XHPROPM25IN1479A","1.1","41","6","5","48","58","2017/9/19 8:00:00"
"216","XHPROPM25IN1479A","0.6","36","14","102","45","68","2017/9/17 19:00:00"
"217","XHPROPM25IN1479A","0.7","25","12","32","40","100","2017/9/18 2:00:00"
"218","XHPROPM25IN1479A","0.7","38","6","29","22","48","2017/9/18 23:00:00"
"219","XHPROPM25IN1479A","2.1","78","12","11","57","124","2017/9/20 22:00:00"
"220","XHPROPM25IN1479A","1.3","36","11","19","58","106","2017/9/18 9:00:00"
"221","XHPROPM25IN1479A","1.5","103","9","0","47","64","2017/9/19 11:00:00"
"222","XHPROPM25IN1479A","0.7","23","5","55","34","36","2017/9/19 2:00:00"
"223","XHPROPM25IN1479A","0.7","24","6","39","34","43","2017/9/19 4:00:00"
"224","XHPROPM25IN1479A","0.5","20","17","92","38","57","2017/9/17 22:00:00"
"225","XHPROPM25IN1479A","0.6","30","10","27","42","103","2017/9/18 5:00:00"
"226","XHPROPM25IN1479A","0.8","46","8","56","28","36","2017/9/18 19:00:00"
"227","XHPROPM25IN1479A","1.5","66","19","58","34","110","2017/9/18 12:00:00"
"228","XHPROPM25IN1479A","0.9","39","7","29","38","51","2017/9/18 22:00:00"
"229","XHPROPM25IN1479A","0.9","33","6","17","43","48","2017/9/19 7:00:00"
"230","XHPROPM25IN1479A","0.6","20","17","76","30","53","2017/9/18 1:00:00"
"231","XHPROPM25IN1479A","1.3","34","10","14","59","123","2017/9/18 8:00:00"
"232","XHPROPM25IN1479A","1.4","42","27","55","0","0","2017/9/18 15:00:00"
"233","XHPROPM25IN1479A","0.6","25","13","92","41","64","2017/9/17 21:00:00"
"234","XHPROPM25IN1479A","0.7","33","9","21","36","84","2017/9/18 4:00:00"
"235","XHPROPM25IN1479A","0.8","46","8","53","18","36","2017/9/18 18:00:00"
"236","XHPROPM25IN1479A","0.9","68","7","114","32","69","2017/9/22 17:00:00"
"237","XHPROPM25IN1479A","1.7","114","29","100","92","189","2017/9/22 13:00:00"
"238","XHPROPM25IN1479A","1.6","50","30","12","36","111","2017/9/22 8:00:00"
"239","XHPROPM25IN1479A","0.9","45","4","96","25","56","2017/9/22 18:00:00"
"240","XHPROPM25IN1479A","0.7","68","5","11","27","91","2017/9/22"
"241","XHPROPM25IN1479A","1.3","48","34","11","43","108","2017/9/22 3:00:00"
"242","XHPROPM25IN1479A","1.4","100","22","196","66","156","2017/9/22 15:00:00"
"243","XHPROPM25IN1479A","1.8","81","21","26","100","154","2017/9/22 12:00:00"
"244","XHPROPM25IN1479A","6.5","39","4","62","28","60","2017/9/22 19:00:00"
"245","XHPROPM25IN1479A","0.8","68","6","11","32","85","2017/9/21 23:00:00"
"246","XHPROPM25IN1479A","1","58","12","11","30","118","2017/9/22 2:00:00"
"247","XHPROPM25IN1479A","1.5","101","33","200","84","164","2017/9/22 14:00:00"
"248","XHPROPM25IN1479A","1","81","8","133","49","80","2017/9/22 16:00:00"
"249","XHPROPM25IN1479A","1.2","78","7","132","46","88","2017/9/20 16:00:00"
"250","XHPROPM25IN1479A","1.1","76","9","12","29","113","2017/9/21 22:00:00"
"251","XHPROPM25IN1479A","0.8","58","5","11","28","87","2017/9/22 1:00:00"
"252","XHPROPM25IN1479A","1","59","16","65","78","108","2017/10/20 14:00:00"
"253","XHPROPM25IN1479A","1.5","62","16","28","82","143","2017/10/20 13:00:00"
"254","XHPROPM25IN1479A","3.5","106","90","13","110","215","2016/12/16 12:00:00"
"255","XHPROPM25IN1479A","3.2","129","95","18","120","237","2016/12/16 13:00:00"
"256","XHPROPM25IN1479A","3","93","79","12","110","211","2016/12/17 12:00:00"
"257","XHPROPM25IN1479A","2.2","137","78","21","119","179","2016/12/17 17:00:00"
"258","XHPROPM25IN1479A","4.8","123","55","10","119","219","2016/12/16 23:00:00"
"259","XHPROPM25IN1479A","3.2","76","50","11","120","181","2016/12/17 10:00:00"
"260","XHPROPM25IN1479A","3.1","131","107","17","160","232","2016/12/17 15:00:00"
"261","XHPROPM25IN1479A","3.8","133","70","10","126","213","2016/12/16 20:00:00"
"262","XHPROPM25IN1479A","2.4","83","51","9","81","171","2016/12/17 2:00:00"
"263","XHPROPM25IN1479A","2","69","56","9","85","158","2016/12/17 4:00:00"
"264","XHPROPM25IN1479A","2.1","71","48","10","86","134","2016/12/17 5:00:00"
"265","XHPROPM25IN1479A","2.3","164","98","17","112","188","2016/12/16 17:00:00"
"266","XHPROPM25IN1479A","2.6","72","50","10","85","143","2016/12/17 8:00:00"
"267","XHPROPM25IN1479A","3","103","101","13","124","230","2016/12/17 13:00:00"
"268","XHPROPM25IN1479A","3.7","104","67","9","115","183","2016/12/17"
"269","XHPROPM25IN1479A","2.6","150","73","13","150","216","2016/12/17 18:00:00"
"270","XHPROPM25IN1479A","4.6","146","67","9","148","243","2016/12/16 21:00:00"
"271","XHPROPM25IN1479A","2.6","139","85","22","144","209","2016/12/17 16:00:00"
"272","XHPROPM25IN1479A","2.4","139","61","13","91","165","2016/12/16 18:00:00"
"273","XHPROPM25IN1479A","2.3","70","36","10","91","147","2016/12/17 6:00:00"
"274","XHPROPM25IN1479A","2.7","153","47","35","140","201","2016/12/16 14:00:00"
"275","XHPROPM25IN1479A","3.1","85","74","11","116","200","2016/12/17 11:00:00"
"276","XHPROPM25IN1479A","2.6","163","63","33","137","191","2016/12/16 15:00:00"
"277","XHPROPM25IN1479A","3","72","50","10","65","146","2016/12/17 9:00:00"
"278","XHPROPM25IN1479A","2.8","120","67","18","128","209","2016/12/17 14:00:00"
"279","XHPROPM25IN1479A","4.9","138","54","9","133","232","2016/12/16 22:00:00"
"280","XHPROPM25IN1479A","2.7","87","57","9","101","172","2016/12/17 1:00:00"
"281","XHPROPM25IN1479A","2.2","76","61","10","83","166","2016/12/17 3:00:00"
"282","XHPROPM25IN1479A","3.5","139","63","11","123","194","2016/12/16 19:00:00"
"283","XHPROPM25IN1479A","3","172","81","19","146","211","2016/12/16 16:00:00"
"284","XHPROPM25IN1479A","2.6","70","38","10","81","145","2016/12/17 7:00:00"
"285","XHPROPM25IN1479A","3.3","151","130","11","104","156","2016/12/27 18:00:00"
"286","XHPROPM25IN1479A","3.2","138","107","16","95","163","2016/12/27 16:00:00"
"287","XHPROPM25IN1479A","2.8","147","148","13","86","164","2016/12/27 17:00:00"
"288","XHPROPM25IN1479A","4","146","114","11","100","200","2016/12/27 19:00:00"
"289","XHPROPM25IN1479A","3.8","89","42","11","89","180","2016/12/28 10:00:00"
"290","XHPROPM25IN1479A","0.6","60","19","67","35","55","2016/12/28 15:00:00"
"291","XHPROPM25IN1479A","3.7","84","74","13","87","198","2016/12/28 11:00:00"
"292","XHPROPM25IN1479A","3.1","89","87","14","103","195","2016/12/28 12:00:00"
"293","XHPROPM25IN1479A","0.7","58","33","56","26","54","2016/12/28 18:00:00"
"294","XHPROPM25IN1479A","2.4","102","72","20","71","142","2016/12/28 13:00:00"
"295","XHPROPM25IN1479A","0.5","51","24","74","21","49","2016/12/28 17:00:00"
"296","XHPROPM25IN1479A","0.5","52","19","75","23","56","2016/12/28 16:00:00"
"297","XHPROPM25IN1479A","0.8","66","31","42","31","56","2016/12/28 19:00:00"
"298","XHPROPM25IN1479A","0.8","75","24","52","49","65","2016/12/28 14:00:00"
"299","XHPROPM25IN1479A","2.1","68","26","10","57","124","2016/12/28 6:00:00"
"300","XHPROPM25IN1479A","2","70","64","11","69","139","2016/12/28 2:00:00"
"301","XHPROPM25IN1479A","2","60","57","10","65","124","2016/12/28 3:00:00"
"302","XHPROPM25IN1479A","3.3","113","76","11","104","189","2016/12/27 22:00:00"
"303","XHPROPM25IN1479A","2.6","88","72","11","84","174","2016/12/27 23:00:00"
"304","XHPROPM25IN1479A","5.1","140","84","11","116","211","2016/12/27 20:00:00"
"305","XHPROPM25IN1479A","4","135","49","11","101","213","2016/12/27 21:00:00"
"306","XHPROPM25IN1479A","3.7","79","38","10","79","157","2016/12/28 8:00:00"
"307","XHPROPM25IN1479A","3.7","84","39","11","92","166","2016/12/28 9:00:00"
"308","XHPROPM25IN1479A","3.9","94","49","11","76","159","2016/12/28"
"309","XHPROPM25IN1479A","3.2","91","49","11","70","141","2016/12/28 1:00:00"
"310","XHPROPM25IN1479A","2.6","67","36","10","77","132","2016/12/28 4:00:00"
"311","XHPROPM25IN1479A","2.2","72","53","10","67","141","2017/1/22 1:00:00"
"312","XHPROPM25IN1479A","2.1","72","63","13","78","147","2017/1/22"
"313","XHPROPM25IN1479A","1.5","76","64","43","67","145","2017/1/21 20:00:00"
"314","XHPROPM25IN1479A","1.2","79","42","22","57","101","2017/1/21 21:00:00"
"315","XHPROPM25IN1479A","2","81","42","17","54","119","2017/1/21 22:00:00"
"316","XHPROPM25IN1479A","2","81","42","17","54","119","2017/1/21 22:00:00"
"317","XHPROPM25IN1479A","1.5","76","64","43","67","145","2017/1/21 20:00:00"
"318","XHPROPM25IN1479A","2.1","81","58","13","63","140","2017/1/21 23:00:00"
"319","XHPROPM25IN1479A","1.2","79","42","22","57","101","2017/1/21 21:00:00"
"320","XHPROPM25IN1479A","2.1","81","58","13","63","140","2017/1/21 23:00:00"
