"   ","STATIONCODE","CO","NO2","SO2","O3","PM25","PM10","RECEIVETIME"
"75","XHPRO1073A","0.884","23","8","142","65","86","2017/7/30 18:00:00"
"76","XHPRO1073A","0.611","20","9","24","47","56","2017/8/2 9:00:00"
"77","XHPRO1073A","0.573","38","8","66","32","23","2017/7/29 17:00:00"
"78","XHPRO1073A","0.479","31","8","82","15","22","2017/7/29 14:00:00"
"79","XHPRO1073A","0.54","29","8","80","12","18","2017/7/29 15:00:00"
"80","XHPRO1073A","0.748","64","10","8","36","60","2017/7/30 5:00:00"
"81","XHPRO1073A","0.89","68","11","8","37","59","2017/7/30 6:00:00"
"82","XHPRO1073A","0.797","49","12","48","47","65","2017/7/30 8:00:00"
"83","XHPRO1073A","0.732","42","12","8","34","51","2017/8/2 3:00:00"
"84","XHPRO1073A","0.627","23","6","61","18","8","2017/8/2 22:00:00"
"85","XHPRO1073A","0.556","16","8","68","34","37","2017/8/2 11:00:00"
"86","XHPRO1073A","0.858","47","17","74","48","68","2017/7/30 10:00:00"
"87","XHPRO1073A","0.583","23","7","67","45","39","2017/8/2 18:00:00"
"88","XHPRO1073A","0.519","14","8","114","22","43","2017/8/2 15:00:00"
"89","XHPRO1073A","0.616","20","7","61","22","19","2017/8/2 20:00:00"
"90","XHPRO1073A","0.749","26","19","74","39","41","2017/8/1 18:00:00"
"91","XHPRO1073A","0.851","30","9","25","33","48","2017/8/2 2:00:00"
"92","XHPRO1073A","1.172","39","8","114","145","166","2017/7/30 20:00:00"
"93","XHPRO1073A","1.187","66","8","67","128","149","2017/7/30 21:00:00"
"94","XHPRO1073A","1.321","58","9","18","105","140","2017/7/31 3:00:00"
"95","XHPRO1073A","0.806","40","14","7","41","55","2017/8/2 4:00:00"
"96","XHPRO1073A","0.477","25","8","89","18","18","2017/7/29 13:00:00"
"97","XHPRO1073A","1.306","28","14","82","83","113","2017/7/31 10:00:00"
"98","XHPRO1073A","0.585","29","8","74","30","22","2017/7/29 18:00:00"
"99","XHPRO1073A","0.538","17","7","114","33","41","2017/8/2 16:00:00"
"100","XHPRO1073A","0.713","28","10","12","42","55","2017/8/2 8:00:00"
"101","XHPRO1073A","1.114","24","8","62","60","71","2017/7/31 23:00:00"
"102","XHPRO1073A","0.773","64","10","12","36","48","2017/7/30 2:00:00"
"103","XHPRO1073A","0.811","60","11","6","52","63","2017/8/1 2:00:00"
"104","XHPRO1073A","0.732","29","15","57","34","62","2017/8/1 11:00:00"
"105","XHPRO1073A","0.847","50","8","33","35","35","2017/7/29 22:00:00"
"106","XHPRO1073A","1.379","29","14","82","91","121","2017/7/31 9:00:00"
"107","XHPRO1073A","0.582","19","8","41","40","48","2017/8/2 10:00:00"
"108","XHPRO1073A","0.947","38","13","6","44","63","2017/8/2 5:00:00"
"109","XHPRO1073A","0.839","34","16","33","43","149","2017/8/1 8:00:00"
"110","XHPRO1073A","0.759","25","11","67","37","61","2017/8/1 10:00:00"
"111","XHPRO1073A","0.583","19","12","66","30","43","2017/8/1 12:00:00"
"112","XHPRO1073A","0.834","13","17","154","55","67","2016/7/17 19:00:00"
"113","XHPRO1073A","1.022","6","20","202","49","64","2016/7/17 13:00:00"
"114","XHPRO1073A","1.447","10","22","229","55","88","2016/7/17 16:00:00"
"115","XHPRO1073A","0.808","20","14","127","53","69","2016/7/17 20:00:00"
"116","XHPRO1073A","0.985","6","17","213","53","63","2016/7/17 14:00:00"
"117","XHPRO1073A","0.973","6","15","185","51","68","2016/7/17 18:00:00"
"118","XHPRO1073A","0.826","15","15","106","43","58","2016/7/17 21:00:00"
"119","XHPRO1073A","1.037","7","18","225","51","59","2016/7/17 15:00:00"
"120","XHPRO1073A","0.644","23","12","87","42","49","2016/7/17 22:00:00"
"121","XHPRO1073A","1.268","8","18","204","54","73","2016/7/17 17:00:00"
"122","XHPRO1073A","0.588","17","12","96","38","43","2016/7/17 23:00:00"
"123","XHPRO1073A","1","30","33","42","42","59","2016/7/18 9:00:00"
"124","XHPRO1073A","0.63","34","67","48","33","57","2016/7/18 1:00:00"
"125","XHPRO1073A","0.776","34","36","20","43","61","2016/7/18 6:00:00"
"126","XHPRO1073A","0.904","9","24","202","92","102","2016/7/18 14:00:00"
"127","XHPRO1073A","0.982","16","26","120","44","62","2016/7/18 10:00:00"
"128","XHPRO1073A","0.629","27","25","44","32","53","2016/7/18 2:00:00"
"129","XHPRO1073A","0.901","13","17","194","90","103","2016/7/18 15:00:00"
"130","XHPRO1073A","0.897","42","29","16","54","77","2016/7/18 8:00:00"
"131","XHPRO1073A","0.798","15","18","161","45","61","2016/7/18 11:00:00"
"132","XHPRO1073A","0.677","26","23","39","34","110","2016/7/18 3:00:00"
"133","XHPRO1073A","0.884","11","17","194","79","104","2016/7/18 16:00:00"
"134","XHPRO1073A","0.843","10","17","192","49","77","2016/7/18 12:00:00"
"135","XHPRO1073A","0.71","29","24","27","33","50","2016/7/18 4:00:00"
"136","XHPRO1073A","0.827","33","21","27","47","61","2016/7/18 7:00:00"
"137","XHPRO1073A","0.912","12","14","189","88","98","2016/7/18 17:00:00"
"138","XHPRO1073A","0.584","33","37","62","33","49","2016/7/18"
"139","XHPRO1073A","0.895","10","19","199","53","88","2016/7/18 13:00:00"
"140","XHPRO1073A","0.961","19","14","166","79","105","2016/7/18 18:00:00"
"141","XHPRO1073A","0.793","34","29","17","40","61","2016/7/18 5:00:00"
"142","XHPRO1073A","0.872","15","14","123","33","43","2016/7/15 14:00:00"
"143","XHPRO1073A","0.627","9","25","184","31","40","2016/7/16 13:00:00"
"144","XHPRO1073A","1.163","20","17","122","40","81","2016/7/16 23:00:00"
"145","XHPRO1073A","1.479","20","20","131","70","95","2016/7/17 2:00:00"
"146","XHPRO1073A","0.969","20","16","111","31","47","2016/7/15 19:00:00"
"147","XHPRO1073A","0.794","15","21","174","43","45","2016/7/16 16:00:00"
"148","XHPRO1073A","1.312","29","54","123","59","98","2016/7/17 8:00:00"
"149","XHPRO1073A","1.271","41","12","15","43","72","2016/7/16 3:00:00"
"150","XHPRO1073A","0.822","25","22","109","37","58","2016/7/16 9:00:00"
"151","XHPRO1073A","0.916","20","42","148","49","65","2016/7/16 19:00:00"
"152","XHPRO1073A","0.667","13","10","90","40","47","2016/7/15 2:00:00"
"153","XHPRO1073A","0.785","26","13","58","28","42","2016/7/15 10:00:00"
"154","XHPRO1073A","1.508","32","45","113","85","106","2016/7/17 3:00:00"
"155","XHPRO1073A","0.629","14","16","83","40","43","2016/7/15 7:00:00"
"156","XHPRO1073A","0.904","14","15","140","31","43","2016/7/15 15:00:00"
"157","XHPRO1073A","1.354","26","19","97","33","54","2016/7/15 20:00:00"
"158","XHPRO1073A","0.575","6","21","189","21","80","2016/7/16 14:00:00"
"159","XHPRO1073A","1.291","18","50","137","54","78","2016/7/17 9:00:00"
"160","XHPRO1073A","1.344","48","14","3","44","81","2016/7/16 4:00:00"
"161","XHPRO1073A","1.595","33","15","94","77","112","2016/7/17 4:00:00"
"162","XHPRO1073A","1","12","10","82","37","48","2016/7/15 3:00:00"
"163","XHPRO1073A","1.013","23","13","62","30","46","2016/7/15 11:00:00"
"164","XHPRO1073A","0.741","21","22","128","29","49","2016/7/16 10:00:00"
"165","XHPRO1073A","1.2","17","21","168","54","76","2016/7/16 20:00:00"
"166","XHPRO1073A","0.687","21","15","69","47","44","2016/7/15 8:00:00"
"167","XHPRO1073A","0.876","21","15","110","34","45","2016/7/15 16:00:00"
"168","XHPRO1073A","0.633","20","20","182","31","39","2016/7/16 15:00:00"
"169","XHPRO1073A","1.484","29","14","133","81","95","2016/7/17 5:00:00"
"170","XHPRO1073A","1.307","28","18","81","32","63","2016/7/15 21:00:00"
"171","XHPRO1073A","1.408","34","18","28","44","75","2016/7/16"
"172","XHPRO1073A","1.188","20","32","150","58","77","2016/7/17 10:00:00"
"173","XHPRO1073A","0.884","10","11","89","34","42","2016/7/15 4:00:00"
"174","XHPRO1073A","1.288","49","14","2","53","87","2016/7/16 5:00:00"
"175","XHPRO1073A","0.74","16","22","159","27","43","2016/7/16 11:00:00"
"176","XHPRO1073A","1.332","24","56","143","87","100","2016/7/16 21:00:00"
"177","XHPRO1073A","1.589","17","18","155","54","89","2016/7/17"
"178","XHPRO1073A","0.907","20","12","73","33","46","2016/7/15 12:00:00"
"179","XHPRO1073A","1.081","22","15","111","35","46","2016/7/15 17:00:00"
"180","XHPRO1073A","1.401","29","70","141","69","99","2016/7/17 6:00:00"
"181","XHPRO1073A","0.773","27","15","58","36","44","2016/7/15 9:00:00"
"182","XHPRO1073A","1.344","30","18","64","42","68","2016/7/15 22:00:00"
"183","XHPRO1073A","1.235","32","16","29","51","71","2016/7/16 1:00:00"
"184","XHPRO1073A","0.664","16","19","142","33","53","2016/7/16 17:00:00"
"185","XHPRO1073A","0.99","9","21","177","52","68","2016/7/17 11:00:00"
"186","XHPRO1073A","1.354","48","19","4","62","89","2016/7/16 6:00:00"
"187","XHPRO1073A","0.97","21","37","99","37","79","2016/7/16 22:00:00"
"188","XHPRO1073A","0.694","13","12","83","36","42","2016/7/15 5:00:00"
"189","XHPRO1073A","0.874","16","13","93","32","50","2016/7/15 13:00:00"
"190","XHPRO1073A","0.731","12","24","180","29","43","2016/7/16 12:00:00"
"191","XHPRO1073A","1.633","21","16","145","78","104","2016/7/17 1:00:00"
"192","XHPRO1073A","1.371","25","24","149","64","83","2016/7/17 7:00:00"
"193","XHPRO1073A","1.133","17","16","121","34","47","2016/7/15 18:00:00"
"194","XHPRO1073A","1.334","31","18","44","40","76","2016/7/15 23:00:00"
"195","XHPRO1073A","1.089","22","12","44","46","70","2016/7/16 2:00:00"
"196","XHPRO1073A","1.449","47","20","14","56","100","2016/7/16 7:00:00"
"197","XHPRO1073A","1.253","43","20","56","45","72","2016/7/16 8:00:00"
"198","XHPRO1073A","0.789","27","18","120","41","59","2016/7/16 18:00:00"
"199","XHPRO1073A","1.044","6","21","192","53","67","2016/7/17 12:00:00"
"200","XHPRO1073A","0.624","13","13","83","31","43","2016/7/15 6:00:00"
"201","XHPRO1073A","1.046","19","11","155","92","116","2016/7/18 19:00:00"
"202","XHPRO1073A","1.135","22","6","102","84","115","2016/7/18 21:00:00"
"203","XHPRO1073A","1.017","37","28","67","88","107","2016/7/19 1:00:00"
"204","XHPRO1073A","1.252","12","2","106","78","119","2016/7/18 22:00:00"
"205","XHPRO1073A","0.982","37","23","115","97","164","2017/9/29 21:00:00"
"206","XHPRO1073A","1.168","23","9","128","98","119","2016/7/18 20:00:00"
"207","XHPRO1073A","0.994","22","8","77","77","107","2016/7/19"
"208","XHPRO1073A","1.028","19","2","83","75","111","2016/7/18 23:00:00"
"209","XHPRO1073A","1.113","34","26","78","95","116","2016/7/19 2:00:00"
"210","XHPRO1073A","1.083","24","17","75","86","104","2016/7/19 3:00:00"
"211","XHPRO1073A","0.859","14","","135","27","42","2016/7/2 11:00:00"
"212","XHPRO1073A","1.337","36","18","42","58","96","2016/7/2 4:00:00"
"213","XHPRO1073A","0.924","26","17","59","60","76","2016/7/2 2:00:00"
"214","XHPRO1073A","0.87","16","24","126","28","47","2016/7/2 10:00:00"
"215","XHPRO1073A","0.895","22","20","80","45","62","2016/7/1 22:00:00"
"216","XHPRO1073A","1.723","33","27","64","37","62","2016/7/2 8:00:00"
"217","XHPRO1073A","0.924","32","20","56","55","68","2016/7/1 23:00:00"
"218","XHPRO1073A","1.278","67","18","3","82","94","2016/7/2 5:00:00"
"219","XHPRO1073A","0.91","20","19","141","24","42","2016/7/2 12:00:00"
"220","XHPRO1073A","0.875","35","21","55","58","71","2016/7/2"
"221","XHPRO1073A","1.172","53","38","38","83","100","2016/7/2 7:00:00"
"222","XHPRO1073A","1.051","21","22","98","29","54","2016/7/2 9:00:00"
"223","XHPRO1073A","1.055","48","18","20","64","91","2016/7/2 3:00:00"
"224","XHPRO1073A","1.019","48","21","42","76","86","2016/7/2 6:00:00"
"225","XHPRO1073A","0.904","26","19","64","63","76","2016/7/2 1:00:00"
"226","XHPRO1073A","1.482","36","29","49","86","142","2016/6/30 10:00:00"
"227","XHPRO1073A","1.332","17","34","118","68","98","2016/6/30 13:00:00"
"228","XHPRO1073A","0.855","13","19","122","22","38","2016/6/30 17:00:00"
"229","XHPRO1073A","1.016","20","20","108","36","52","2016/6/30 19:00:00"
"230","XHPRO1073A","1.366","31","32","55","67","119","2016/6/30 8:00:00"
"231","XHPRO1073A","0.864","14","24","102","27","47","2016/6/30 15:00:00"
"232","XHPRO1073A","1.267","27","19","80","54","91","2016/6/30 21:00:00"
"233","XHPRO1073A","1.045","32","20","62","77","85","2016/6/30 22:00:00"
"234","XHPRO1073A","1.303","37","29","41","102","103","2016/6/30 4:00:00"
"235","XHPRO1073A","1.491","40","31","44","84","127","2016/6/30 9:00:00"
"236","XHPRO1073A","1.311","41","29","36","73","108","2016/6/30 5:00:00"
"237","XHPRO1073A","0.905","15","19","117","32","44","2016/6/30 18:00:00"
"238","XHPRO1073A","0.832","9","18","124","31","36","2016/6/30 23:00:00"
"239","XHPRO1073A","1.414","25","33","80","69","103","2016/6/30 11:00:00"
"240","XHPRO1073A","1.187","22","31","92","81","109","2016/6/30 14:00:00"
"241","XHPRO1073A","1.066","24","20","94","44","60","2016/6/30 20:00:00"
"242","XHPRO1073A","1.195","24","28","70","69","97","2016/6/30 6:00:00"
"243","XHPRO1073A","0.79","14","17","108","32","32","2016/7/1"
"244","XHPRO1073A","1.397","22","32","93","95","106","2016/6/30 12:00:00"
"245","XHPRO1073A","0.782","65","55","19","47","77","2016/10/27 12:00:00"
"246","XHPRO1073A","0.849","11","21","122","14","35","2016/6/30 16:00:00"
"247","XHPRO1073A","0.864","15","15","94","25","33","2016/7/1 1:00:00"
"248","XHPRO1073A","1.234","22","30","72","66","99","2016/6/30 7:00:00"
"249","XHPRO1073A","1.08","27","19","78","41","55","2016/7/1 21:00:00"
"250","XHPRO1073A","5.501","43","58","83","113","140","2016/7/1 11:00:00"
"251","XHPRO1073A","0.885","68","57","12","49","81","2016/10/27 11:00:00"
"252","XHPRO1073A","1.019","25","19","104","32","47","2016/7/1 19:00:00"
"253","XHPRO1073A","4.322","29","65","129","84","109","2016/7/1 12:00:00"
"254","XHPRO1073A","1.472","15","50","181","56","65","2016/7/1 14:00:00"
"255","XHPRO1073A","1.006","15","29","136","38","52","2016/7/1 17:00:00"
"256","XHPRO1073A","1.008","16","16","74","37","37","2016/7/1 2:00:00"
"257","XHPRO1073A","0.974","20","19","108","36","47","2016/7/1 20:00:00"
"258","XHPRO1073A","1.926","28","33","40","81","94","2016/7/1 8:00:00"
"259","XHPRO1073A","0.939","11","37","154","41","55","2016/7/1 15:00:00"
"260","XHPRO1073A","0.926","16","25","121","32","48","2016/7/1 18:00:00"
"261","XHPRO1073A","0.843","12","16","75","39","40","2016/7/1 3:00:00"
"262","XHPRO1073A","2.726","25","37","64","75","92","2016/7/1 9:00:00"
"263","XHPRO1073A","0.959","10","32","151","40","50","2016/7/1 16:00:00"
"264","XHPRO1073A","0.925","15","16","72","44","45","2016/7/1 4:00:00"
"265","XHPRO1073A","1.041","25","22","37","62","77","2016/7/1 6:00:00"
"266","XHPRO1073A","1.186","24","26","41","67","78","2016/7/1 7:00:00"
"267","XHPRO1073A","4.333","38","41","75","88","111","2016/7/1 10:00:00"
"268","XHPRO1073A","2.415","14","57","181","64","71","2016/7/1 13:00:00"
"269","XHPRO1073A","0.97","19","24","53","53","51","2016/7/1 5:00:00"
"270","XHPRO1073A","1.369","44","13","114","82","95","2016/6/28 22:00:00"
"271","XHPRO1073A","1.218","19","20","197","77","102","2016/6/29 15:00:00"
"272","XHPRO1073A","1.435","25","20","114","112","146","2016/6/29 22:00:00"
"273","XHPRO1073A","1.305","24","13","47","95","103","2016/6/29 5:00:00"
"274","XHPRO1073A","1.735","28","27","61","100","131","2016/6/30 1:00:00"
"275","XHPRO1073A","1.261","25","19","170","64","93","2016/6/28 17:00:00"
"276","XHPRO1073A","1.291","39","13","61","74","95","2016/6/28 23:00:00"
"277","XHPRO1073A","1.079","53","22","140","93","163","2017/9/29 19:00:00"
"278","XHPRO1073A","0.996","33","15","68","58","73","2016/6/28 9:00:00"
"279","XHPRO1073A","1.251","23","16","105","70","85","2016/6/28 14:00:00"
"280","XHPRO1073A","1.317","51","11","23","77","94","2016/6/29"
"281","XHPRO1073A","1.196","18","15","88","68","93","2016/6/29 10:00:00"
"282","XHPRO1073A","1.133","16","","182","60","95","2016/6/29 19:00:00"
"283","XHPRO1073A","0.856","23","15","95","48","59","2016/6/28 4:00:00"
"284","XHPRO1073A","1.342","27","12","40","74","102","2016/6/29 6:00:00"
"285","XHPRO1073A","1.426","24","24","102","99","114","2016/6/29 23:00:00"
"286","XHPRO1073A","1.48","36","28","45","101","132","2016/6/30 2:00:00"
"287","XHPRO1073A","0.923","23","16","87","52","66","2016/6/28 5:00:00"
"288","XHPRO1073A","1.07","45","14","53","61","70","2016/6/28 10:00:00"
"289","XHPRO1073A","0.973","17","19","152","60","64","2016/6/28 15:00:00"
"290","XHPRO1073A","1.417","31","17","145","92","106","2016/6/28 18:00:00"
"291","XHPRO1073A","1.17","19","16","106","78","86","2016/6/29 11:00:00"
"292","XHPRO1073A","1.294","31","","164","115","137","2016/6/29 20:00:00"
"293","XHPRO1073A","1.436","58","13","22","81","107","2016/6/29 1:00:00"
"294","XHPRO1073A","1.331","32","13","43","68","95","2016/6/29 7:00:00"
"295","XHPRO1073A","1.496","29","26","69","104","128","2016/6/30"
"296","XHPRO1073A","0.957","27","18","78","50","64","2016/6/28 6:00:00"
"297","XHPRO1073A","1.112","34","12","64","83","86","2016/6/28 11:00:00"
"298","XHPRO1073A","1.11","26","14","131","84","68","2016/6/28 19:00:00"
"299","XHPRO1073A","1.202","19","17","118","85","114","2016/6/29 12:00:00"
"300","XHPRO1073A","1.101","12","18","192","68","77","2016/6/29 16:00:00"
"301","XHPRO1073A","1.363","30","14","65","69","97","2016/6/29 2:00:00"
"302","XHPRO1073A","1.359","42","13","43","66","91","2016/6/29 8:00:00"
"303","XHPRO1073A","1.243","15","17","159","84","119","2016/6/29 13:00:00"
"304","XHPRO1073A","0.971","31","17","74","53","80","2016/6/28 7:00:00"
"305","XHPRO1073A","1.141","26","12","77","72","73","2016/6/28 12:00:00"
"306","XHPRO1073A","1.291","30","12","137","54","85","2016/6/28 20:00:00"
"307","XHPRO1073A","1.258","25","15","63","98","107","2016/6/29 3:00:00"
"308","XHPRO1073A","0.984","15","17","189","63","73","2016/6/29 17:00:00"
"309","XHPRO1073A","1.293","32","12","137","59","85","2016/6/28 21:00:00"
"310","XHPRO1073A","1.247","31","13","62","85","101","2016/6/29 9:00:00"
"311","XHPRO1073A","1.256","16","19","186","95","113","2016/6/29 14:00:00"
"312","XHPRO1073A","1.344","","21","145","120","142","2016/6/29 21:00:00"
"313","XHPRO1073A","1.25","29","27","64","83","100","2016/6/30 3:00:00"
"314","XHPRO1073A","1.021","36","16","70","54","74","2016/6/28 8:00:00"
"315","XHPRO1073A","1.129","18","13","93","71","77","2016/6/28 13:00:00"
"316","XHPRO1073A","1.087","26","20","182","64","88","2016/6/28 16:00:00"
"317","XHPRO1073A","1.205","22","14","60","81","95","2016/6/29 4:00:00"
"318","XHPRO1073A","1.005","19","15","172","60","78","2016/6/29 18:00:00"
"319","XHPRO1073A","1.281","30","48","168","52","102","2016/6/13 16:00:00"
"320","XHPRO1073A","1.469","43","27","120","75","71","2016/6/13 19:00:00"
"321","XHPRO1073A","0.707","18","23","164","18","33","2016/6/12 14:00:00"
"322","XHPRO1073A","1.123","19","30","188","63","90","2016/6/13 14:00:00"
"323","XHPRO1073A","2.616","38","30","102","61","88","2016/6/13 22:00:00"
"324","XHPRO1073A","1.396","31","38","138","94","144","2016/6/13 12:00:00"
"325","XHPRO1073A","0.729","33","34","137","19","213","2016/6/12 19:00:00"
"326","XHPRO1073A","0.739","47","33","68","35","78","2016/6/13"
"327","XHPRO1073A","1.401","66","91","16","43","82","2016/6/13 6:00:00"
"328","XHPRO1073A","2.014","48","30","108","65","78","2016/6/13 20:00:00"
"329","XHPRO1073A","0.73","17","19","167","10","30","2016/6/12 15:00:00"
"330","XHPRO1073A","1.87","38","36","104","63","85","2016/6/13 23:00:00"
"331","XHPRO1073A","0.745","40","66","124","23","57","2016/6/12 20:00:00"
"332","XHPRO1073A","1.473","53","52","83","68","126","2016/6/13 9:00:00"
"333","XHPRO1073A","1.652","51","26","112","50","87","2016/6/13 18:00:00"
"334","XHPRO1073A","1.009","50","88","36","38","55","2016/6/13 4:00:00"
"335","XHPRO1073A","1.456","68","69","24","50","106","2016/6/13 7:00:00"
"336","XHPRO1073A","3.344","53","29","81","65","91","2016/6/13 21:00:00"
"337","XHPRO1073A","0.698","17","17","159","13","31","2016/6/12 16:00:00"
"338","XHPRO1073A","0.797","43","37","62","29","51","2016/6/13 1:00:00"
"339","XHPRO1073A","2.049","40","35","90","64","91","2016/6/14"
"340","XHPRO1073A","0.778","53","30","100","33","94","2016/6/12 21:00:00"
"341","XHPRO1073A","0.884","23","32","162","44","43","2016/6/12 12:00:00"
"342","XHPRO1073A","1.216","62","87","22","39","60","2016/6/13 5:00:00"
"343","XHPRO1073A","1.367","40","48","128","84","120","2016/6/13 10:00:00"
"344","XHPRO1073A","0.864","46","61","51","35","58","2016/6/13 2:00:00"
"345","XHPRO1073A","1.635","68","58","42","84","146","2016/6/13 8:00:00"
"346","XHPRO1073A","1.468","35","34","174","87","126","2016/6/13 15:00:00"
"347","XHPRO1073A","1.387","31","34","97","65","91","2016/6/14 1:00:00"
"348","XHPRO1073A","0.672","22","20","155","10","35","2016/6/12 17:00:00"
"349","XHPRO1073A","1.302","24","37","179","68","107","2016/6/13 13:00:00"
"350","XHPRO1073A","1.521","44","34","133","48","80","2016/6/13 17:00:00"
